HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"0406.30.83.00","5","Other","[""kg"",""kg cmsc""]","$1.386/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 9.2¢/kg (KR) See 9822.04.40 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.57 (CO) See 9919.04.50, 9919.04.56, 9919.04.66 (PA)","$1.631/kg","",""
"","4","Other:","","","","","",""
"","5","Containing 0.5 percent or less by weight of butterfat:","","","","","",""
"0406.30.85.00","6","Described in additional U.S. note 23 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.30.87.00","6","Other","[""kg"",""kg cmsc""]","$1.128/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 7.5¢/kg (KR) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.58 (CO) See 9919.04.50, 9919.04.57, 9919.04.67 (PA)","$1.328/kg","",""
"","5","Other:","","","","","",""
"","6","Containing cow's milk:","","","","","",""
"0406.30.89.00","7","Described in additional U.S. note 16 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.30.91.00","7","Other","[""kg"",""kg cmsc""]","$1.509/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 10¢/kg (KR) See 9822.04.35 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.51 (CO) See 9919.04.40, 9919.04.41-9919.04.42 (PA)","$1.775/kg","",""
"0406.30.95.00","6","Other","[""kg""]","8.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.40","1","Blue-veined cheese and other cheese containing veins produced by <u>Penicillium roqueforti</u> :","","","","","",""
"","2","Roquefort:","","","","","",""
"0406.40.20.00","3","In original loaves","[""kg""]","2.7%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.40.40.00","3","Other","[""kg""]","4.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Stilton cheese described in additional U.S. note 24 to this chapter and entered pursuant to its provisions:","","","","","",""
"0406.40.44.00","3","In original loaves","[""kg"",""kg cmsc""]","12.8%","Free (CO,JO,KR,OM,PA,PE,S)","35%","",""
"0406.40.48.00","3","Other","[""kg"",""kg cmsc""]","17%","Free (CO,JO,KR,OM,PA,PE,S)","35%","",""
"","2","Other:","","","","","",""
"","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions:","","","","","",""
"0406.40.51.00","4","In original loaves","[""kg""]","15%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.40.52.00","4","Other","[""kg""]","20%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","3","Described in additional U.S. note 17 to this chapter and entered pursuant to its provisions:","","","","","",""
"0406.40.54.00","4","In original loaves","[""kg"",""kg cmsc""]","15%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.40.58.00","4","Other","[""kg"",""kg cmsc""]","20%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.40.70.00","3","Other","[""kg"",""kg cmsc""]","$2.269/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 15.1¢/kg (KR) See 9822.04.40 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.52 (CO) See 9919.04.50, 9919.04.51, 9919.04.61 (PA)","$2.67/kg","",""
"0406.90","1","Other cheese:","","","","","",""
"0406.90.05.00","2","Bryndza cheese","[""kg""]","7.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Cheddar cheese:","","","","","",""
"0406.90.06.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","12%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.08","3","Described in additional U.S. note 18 to this chapter and entered pursuant to its provisions","","12%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.08.10","4","Produced in Canada and not subject to licensing requirements","[""kg"",""kg cmsc""]","","","","",""
"0406.90.08.90","4","Other","[""kg"",""kg cmsc""]","","","","",""
"0406.90.12.00","3","Other","[""kg"",""kg cmsc""]","$1.227/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 8.1¢/kg (KR) See 9822.04.45 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.53 (CO) See 9919.04.50, 9919.04.52, 9919.04.62 (PA)","$1.443/kg","",""
"","2","Edam and Gouda cheeses:","","","","","",""
"0406.90.14.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","15%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.16.00","3","Described in additional U.S. note 20 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","15%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.18.00","3","Other","[""kg"",""kg cmsc""]","$1.803/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 12¢/kg (KR) See 9822.04.40 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.55 (CO) See 9919.04.50, 9919.04.54, 9919.04.64 (PA)","$2.121/kg","",""
"","2","Gjetost cheeses:","","","","","",""
"0406.90.20.00","3","Made from goat's milk whey or from whey obtained from a mixture of goat's milk and not more than 20 percent by weight of cow's milk","[""kg""]","4.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.25.00","3","Other","[""kg""]","8.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Goya cheese:","","","","","",""
"0406.90.28.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","25%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","3","Other:","","","","","",""
"","4","Made from cow's milk and not in original loaves:","","","","","",""
"0406.90.31.00","5","Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","25%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.32.00","5","Other","[""kg"",""kg cmsc""]","$2.146/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 14.3¢/kg (KR) See 9822.04.40 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.56 (CO) See 9919.04.50, 9919.04.55, 9919.04.65 (PA)","$2.525/kg","",""
"0406.90.33.00","4","Other","[""kg"",""kg cmsc""]","21.3%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Sbrinz cheese:","","","","","",""
"0406.90.34.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","19%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","3","Other:","","","","","",""
"","4","Made from cow's milk:","","","","","",""
"0406.90.36.00","5","Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","19%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.37.00","5","Other","[""kg"",""kg cmsc""]","$2.146/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 14.3¢/kg (KR) See 9822.04.40 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.56 (CO) See 9919.04.50, 9919.04.55, 9919.04.65 (PA)","$2.525/kg","",""
"0406.90.38.00","4","Other","[""kg""]","12.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Romano made from cow's milk, Reggiano, Parmesan, Provolone and Provoletti cheeses:","","","","","",""
"0406.90.39.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","15%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","3","Other:","","","","","",""
"","4","Made from cow's milk:","","","","","",""
"0406.90.41.00","5","Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","15%","Free (A,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.42.00","5","Other","[""kg"",""kg cmsc""]","$2.146/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 14.3¢/kg (KR) See 9822.04.40 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.56 (CO) See 9919.04.50, 9919.04.55, 9919.04.65 (PA)","$2.525/kg","",""
"0406.90.43.00","4","Other","[""kg""]","9.6%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Swiss or Emmentaler cheese with eye formation:","","","","","",""
"0406.90.44.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","6.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.46.00","3","Described in additional U.S. note 25 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","6.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.48.00","3","Other","[""kg"",""kg cmsc""]","$1.877/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 12.5¢/kg (KR) See 9822.04.65 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.59 (CO) See 9919.04.50, 9919.04.58, 9919.04.68 (PA)","$2.208/kg","",""
"0406.90.49.00","2","Gammelost and Nokkelost cheeses","[""kg"",""kg cmsc""]","5.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Colby cheese:","","","","","",""
"0406.90.51.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","20%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.52.00","3","Described in additional U.S. note 19 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","20%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.54.00","3","Other","[""kg"",""kg cmsc""]","$1.055/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 7¢/kg (KR) See 9822.04.50 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.54 (CO) See 9919.04.50, 9919.04.53, 9919.04.63 (PA)","$1.241/kg","",""
"","2","Other cheeses, and substitutes for cheese, including mixtures of the above:","","","","","",""
"","3","Cheeses made from sheep's milk:","","","","","",""
"0406.90.56.00","4","In original loaves and suitable for grating","[""kg""]","Free","","35%","",""
"0406.90.57.00","4","Pecorino, in original loaves, not suitable for grating","[""kg""]","Free","","35%","",""
"0406.90.59.00","4","Other","[""kg""]","9.6%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","3","Other, described in general note 15 of the tariff schedule and entered pursuant to its provisions (including mixtures):","","","","","",""
"0406.90.61.00","4","Containing Romano, Reggiano, Parmesan, Provolone, Provoletti, Sbrinz or Goya, all the foregoing made from cow's milk","[""kg""]","7.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.63.00","4","Other","[""kg""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","3","Other, including mixtures of the above (excluding goods containing mixtures of subheadings 0406.90.61 or 0406.90.63):","","","","","",""
"","4","Containing Romano, Reggiano, Parmesan, Provolone, Provoletti, Sbrinz or Goya, all the foregoing made from cow's milk:","","","","","",""
"0406.90.66.00","5","Described in additional U.S. note 21 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","7.5%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.68.00","5","Other","[""kg"",""kg cmsc""]","$2.146/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 14.3¢/kg (KR) See 9822.04.40 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.56 (CO) See 9919.04.50, 9919.04.55, 9919.04.65 (PA)","$2.525/kg","",""
"","4","Containing, or processed from, blue-veined cheese:","","","","","",""
"0406.90.72.00","5","Described in additional U.S. note 17 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.74.00","5","Other","[""kg"",""kg cmsc""]","$2.269/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 15.1¢/kg (KR) See 9822.04.40 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.52 (CO) See 9919.04.50, 9919.04.51, 9919.04.61 (PA)","$2.67/kg","",""
"","4","Containing, or processed from, Cheddar cheese:","","","","","",""
"0406.90.76.00","5","Described in additional U.S. note 18 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.78.00","5","Other","[""kg"",""kg cmsc""]","$1.227/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 8.1¢/kg (KR) See 9822.04.45 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.53 (CO) See 9919.04.50, 9919.04.52, 9919.04.62 (PA)","$1.443/kg","",""
"","4","Containing, or processed from, American- type cheese (including Colby, washed curd and granular cheese, but not including Cheddar):","","","","","",""
"0406.90.82.00","5","Described in additional U.S. note 19 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.84.00","5","Other","[""kg"",""kg cmsc""]","$1.055/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 7¢/kg (KR) See 9822.04.50 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.54 (CO) See 9919.04.50, 9919.04.53, 9919.04.63 (PA)","$1.241/kg","",""
"","4","Containing, or processed from, Edam or Gouda cheese:","","","","","",""
"0406.90.86.00","5","Described in additional U.S. note 20 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.88.00","5","Other","[""kg"",""kg cmsc""]","$1.803/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 12¢/kg (KR) See 9822.04.40 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.55 (CO) See 9919.04.50, 9919.04.54, 9919.04.64 (PA)","$2.121/kg","",""
"","4","Containing, or processed from, Swiss, Emmentaler or Gruyere-process cheese:","","","","","",""
"0406.90.90.00","5","Described in additional U.S. note 22 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.92.00","5","Other","[""kg"",""kg cmsc""]","$1.386/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 9.2¢/kg (KR) See 9822.04.40 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.57 (CO) See 9919.04.50, 9919.04.56, 9919.04.66 (PA)","$1.631/kg","",""
"","4","Other:","","","","","",""
"","5","Containing 0.5 percent or less by weight of butterfat:","","","","","",""
"0406.90.93.00","6","Described in additional U.S. note 23 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.94.00","6","Other","[""kg"",""kg cmsc""]","$1.128/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 7.5¢/kg (KR) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.58 (CO) See 9919.04.50, 9919.04.57, 9919.04.67 (PA (PA)","$1.328/kg","",""
"","5","Other:","","","","","",""
"","6","Containing cow's milk (except soft- ripened cow's milk cheese):","","","","","",""
"0406.90.95.00","7","Described in additional U.S. note 16 to this chapter and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0406.90.97.00","7","Other","[""kg"",""kg cmsc""]","$1.509/kg","Free (BH,CL,JO,MA,OM,P,PE,SG) 10¢/kg (KR) See 9822.04.35 (AU) See 9823.04.01-9823.04.54 (S+) See 9908.04.05 (IL) See 9918.04.50, 9918.04.51 (CO) See 9919.04.40, 9919.04.41-9919.04.42 (PA)","$1.775/kg","",""
"0406.90.99.00","6","Other","[""kg"",""kg cmsc""]","8.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"0407","0","Birds' eggs, in shell, fresh, preserved or cooked:","","","","","",""
"","1","Fertilized eggs for incubation:","","","","","",""
"0407.11.00.00","2","Of fowls of the species <i>Gallus domesticus</i>","[""doz.""]","2.8¢/doz.","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10¢/doz.","",""
"0407.19.00.00","2","Other","[""doz.""]","2.8¢/doz.","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10¢/doz.","",""
"","1","Other fresh eggs:","","","","","",""
"0407.21.00","2","Of fowls of the species <i>Gallus domesticus</i>","","2.8¢/doz.","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10¢/doz.","",""
"0407.21.00.30","3","Fresh table eggs (consumer grades)","[""doz.""]","","","","",""
"0407.21.00.90","3","Other","[""doz.""]","","","","",""
"0407.29.00.00","2","Other","[""doz.""]","2.8¢/doz.","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10¢/doz.","",""
"0407.90.00.00","1","Other","[""doz.""]","2.8¢/doz.","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10¢/doz.","",""
"0408","0","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, molded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter:","","","","","",""
"","1","Egg yolks:","","","","","",""
"0408.11.00.00","2","Dried","[""kg""]","47.6¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","59.5¢/kg","",""
"0408.19.00.00","2","Other","[""kg""]","9.7¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.3¢/kg","",""
"","1","Other:","","","","","",""
"0408.91.00.00","2","Dried","[""kg""]","47.6¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","59.5¢/kg","",""
"0408.99.00.00","2","Other","[""kg""]","9.7¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.3¢/kg","",""
"0409.00.00","0","Natural honey","","1.9¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","6.6¢/kg","",""
"0409.00.00.05","1","Certified Organic","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"0409.00.00.10","2","Comb honey and honey packaged for retail sale","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"0409.00.00.35","3","White or lighter","[""kg""]","","","","",""
"0409.00.00.45","3","Extra light amber","[""kg""]","","","","",""
"0409.00.00.56","3","Light amber","[""kg""]","","","","",""
"0409.00.00.65","3","Amber or darker","[""kg""]","","","","",""
"0410","0","Insects and other edible products of animal origin, not elsewhere specified or included:","","","","","",""
"0410.10.00.00","1","Insects","[""kg""]","1.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10%","",""
"0410.90.00.00","1","Other","[""kg""]","1.1%","Free (A,AU, BH,CL,CO,D, E,IL,JO,KR, MA,OM,P,PA, PE,S,SG)","10%","",""
